,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
391,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2013,ЭО,/download/6862903908464f27b90e600995a44173/,0.06,0.01,0.01,0.05,0.01,0.02,0.03,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02
392,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2012,ЭО,/download/8051b6a0aaf50e6ce115a80dcbab1228/,0.07,0.01,0.02,0.06,0.01,0.02,0.03,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02
394,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2010,ЭО,/download/fdebf573e5726146c3395a631507b49a/,0.07,0.01,0.02,0.07,0.01,0.02,0.02,0.05,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.03
395,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2009,ЭО,/download/f07f4c2499619079c96e803abe3261be/,0.05,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.0,0.02,0.02,0.02,0.01
397,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2007,ЭО,/download/7c3b4581081bdd89406804e3b07592b9/,0.14,0.01,0.02,0.18,0.01,0.02,0.02,0.11,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.12
398,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2006,ЭО,/download/a861b98b99f927baea396b8e153de310/,0.15,0.02,0.03,0.2,0.01,0.04,0.02,0.12,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.12
399,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2005,ЭО,/download/0b3f1edf24780e66e1e7cb182fedfb0a/,0.15,0.03,0.02,0.19,0.01,0.04,0.02,0.12,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.12
401,ООО «Газпром трансгаз Ухта» (ООО «Севергазпром»),Нефтегазовая,2003,ЭО,/download/62aa2218f8e8f6743841417213fa0a97/,0.15,0.02,0.03,0.19,0.02,0.04,0.02,0.12,0.03,0.0,0.02,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.11
402,Группа Газпром энергохолдинг,Нефтегазовая,2020,ОУР,/download/45bcad74f5bfa87d9043e4993a362a11/,0.07,0.02,0.02,0.05,0.04,0.02,0.03,0.12,0.05,0.03,0.02,0.06,0.01,0.01,0.04,0.03,0.03,0.01,0.04,0.05,0.03,0.03,0.02,0.05,0.04,0.04,0.04
403,Группа Газпром энергохолдинг,Нефтегазовая,"2019, 2018",ОУР,/download/90bff3c1c26b59734727d7d23c347139/,0.08,0.02,0.03,0.06,0.04,0.02,0.03,0.11,0.05,0.02,0.02,0.05,0.01,0.01,0.04,0.04,0.03,0.0,0.04,0.05,0.03,0.04,0.02,0.04,0.04,0.04,0.04
404,Группа Газпром энергохолдинг,Нефтегазовая,"2017, 2016",ОУР,/download/6e3d606cbf3f5acb840e77d5f1247f49/,0.04,0.01,0.01,0.04,0.02,0.01,0.02,0.08,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02
405,Группа Газпром энергохолдинг,Нефтегазовая,"2015, 2014",ОУР,/download/ed4cf1d193babd238d380ed061ca458d/,0.05,0.01,0.02,0.04,0.03,0.01,0.02,0.1,0.03,0.02,0.02,0.04,0.01,0.01,0.03,0.03,0.02,0.0,0.03,0.04,0.03,0.03,0.02,0.04,0.04,0.03,0.03
406,Группа Газпром энергохолдинг,Нефтегазовая,"2013, 2012",ОУР,/download/10742809bd3a0149d45ccf5cf7a3df62/,0.05,0.01,0.02,0.04,0.03,0.01,0.02,0.1,0.03,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03
407,Газпромбанк,Финансы и страхование,2020,ОУР,/download/917ab6211e4b28504562fa4a78359ac6/,0.06,0.01,0.01,0.05,0.02,0.01,0.02,0.03,0.04,0.02,0.03,0.04,0.03,0.01,0.03,0.03,0.03,0.01,0.02,0.04,0.03,0.04,0.02,0.04,0.04,0.07,0.04
408,ОАО «Головной институт «ВНИПИЭТ»,Энергетика,2017,ИО,/download/76daa1d1c623425a575d59546d8e2e74/,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.05,0.05,0.01,0.04,0.05,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.05,0.04,0.03,0.03
409,ОАО «Головной институт «ВНИПИЭТ»,Энергетика,2015,ИО,/download/c21edfa6de5738cb41b19c0a349355c8/,0.02,0.01,0.01,0.0,0.14,0.01,0.03,0.11,0.11,0.02,0.02,0.11,0.02,0.01,0.03,0.03,0.03,0.01,0.03,0.04,0.03,0.04,0.02,0.05,0.05,0.04,0.05
410,ОАО «Головной институт «ВНИПИЭТ»,Энергетика,2014,ИО,/download/6cc3b35769b8a128cf0f5ea6c1929279/,0.03,0.01,0.01,0.01,0.12,0.01,0.03,0.1,0.1,0.02,0.02,0.1,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.04,0.03,0.04,0.02,0.05,0.05,0.04,0.04
411,ОАО «Головной институт «ВНИПИЭТ»,Энергетика,2013,ИО,/download/555af94d1970adfb7f49af5a89918df3/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.04,0.02,0.02,0.05,0.01,0.02,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.05,0.03,0.05,0.06,0.03,0.04
412,Госкорпорация «Росатом»,Энергетика,2021,ИО,/download/da12f2cb8c6abb33c7f8fd3ef272efcb/,0.04,0.01,0.02,0.01,0.03,0.01,0.03,0.08,0.05,0.02,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.03,0.04,0.02,0.05,0.05,0.04,0.04
413,Госкорпорация «Росатом»,Энергетика,2020,ОУР,/download/92d621ec27d34c83c5011b86808db58a/,0.04,0.01,0.02,0.01,0.03,0.01,0.04,0.07,0.06,0.02,0.04,0.04,0.02,0.02,0.02,0.04,0.02,0.03,0.02,0.05,0.03,0.04,0.02,0.05,0.04,0.03,0.04
414,Госкорпорация «Росатом»,Энергетика,2018,ИО,/download/5cb1aa65505b6f879f37bb697a936bb0/,0.03,0.01,0.02,0.01,0.02,0.01,0.03,0.07,0.04,0.01,0.03,0.04,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.04,0.04,0.03,0.03
415,Госкорпорация «Росатом»,Энергетика,2017,ИО,/download/ee2a14fbfe358af66c61d7e99e8606ae/,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.07,0.04,0.01,0.03,0.04,0.02,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.03
416,Госкорпорация «Росатом»,Энергетика,2016,ИО,/download/dfea2be79663cd8ad8c6ef0a9544267e/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.07,0.04,0.01,0.03,0.04,0.02,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.04,0.04,0.04,0.04
417,Госкорпорация «Росатом»,Энергетика,2015,ИО,/download/29ed8c8f4e1339ade3e06687d19225d3/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.07,0.04,0.01,0.03,0.04,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.03,0.02,0.04,0.01,0.04,0.04,0.04,0.03
418,Госкорпорация «Росатом»,Энергетика,2014,ИО,/download/470f32e4d917763132e18758b1ceae52/,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.06,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.02
419,Госкорпорация «Росатом»,Энергетика,2013,ИО,/download/65790bb362faaeafeea3159d1e57b6d5/,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.07,0.05,0.02,0.02,0.04,0.02,0.01,0.02,0.03,0.01,0.0,0.01,0.03,0.02,0.04,0.02,0.04,0.04,0.04,0.04
420,Госкорпорация «Росатом»,Энергетика,2012,ИО,/download/2819a6c149d926eed4c18141397a75c3/,0.04,0.01,0.01,0.01,0.03,0.01,0.03,0.07,0.05,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.04,0.02,0.04,0.05,0.04,0.04
421,Госкорпорация «Росатом»,Энергетика,2011,ИО,/download/28c9dccab976313a96e47a15a9d83f3f/,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.07,0.04,0.02,0.02,0.04,0.02,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.04,0.02,0.04,0.04,0.04,0.03
422,Госкорпорация «Росатом»,Энергетика,2010,ИО,/download/48a764c2d7147113e1487118a9318cb6/,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.06,0.04,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.04,0.01,0.04,0.04,0.03,0.03
423,Госкорпорация «Росатом»,Энергетика,2009,ИО,/download/b88396b76ee817a7b08aecdc9995b957/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.06,0.04,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.02,0.03,0.01,0.03,0.03,0.03,0.02
424,Группа «Черкизово»,Производство пищевых и других потребительских товаров,2020,ИО,/download/2ba703caff29725e0353b93316811a2d/,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.04,0.02,0.01,0.02,0.03,0.02,0.0,0.01,0.03,0.01,0.04,0.01,0.02,0.03,0.03,0.04
425,Группа ГТЛК,"Транспорт, дорожное строительство и логистические услуги ",2021,ОУР,/download/c4540f0cf46d67b0fef7e2848345195a/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.02,0.02,0.01,0.02
426,Группа ГТЛК,"Транспорт, дорожное строительство и логистические услуги ",2020,ИО,/download/b474a0ab206c44cc21bb39d40e1d28cd/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.03,0.01,0.04,0.02,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.01,0.04,0.01,0.03,0.03,0.03,0.03
427,Группа ГТЛК,"Транспорт, дорожное строительство и логистические услуги ",2019,ИО,/download/ea5db72dae6d6447c6589874e10adbe2/,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.01,0.05,0.02,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.05,0.01,0.03,0.04,0.04,0.04
428,Группа компаний АКИГ,"Прочие виды производства, услуг",2020,ОУР,/download/e3fcd7d54409420d322e0b5866cf26ee/,0.02,0.01,0.01,0.0,0.03,0.01,0.02,0.02,0.06,0.02,0.03,0.05,0.02,0.01,0.02,0.04,0.03,0.04,0.02,0.05,0.03,0.04,0.02,0.05,0.05,0.04,0.04
429,Группа компаний АКИГ,"Прочие виды производства, услуг",2019,ОУР,/download/d33c7936d9e68ba0eefcb38c04f8d614/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.06,0.02,0.03,0.05,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.05,0.03,0.04,0.01,0.06,0.04,0.03,0.04
430,РАО «ЕЭС РОССИИ»,Энергетика,"2007, 2006",ОУР,/download/02c047634d22a203e859554f90d7c406/,0.04,0.01,0.01,0.0,0.02,0.01,0.02,0.05,0.04,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.02,0.0,0.03,0.03,0.03,0.03,0.02,0.04,0.04,0.03,0.03
431,РАО «ЕЭС РОССИИ»,Энергетика,"2005, 2004",СО,/download/7221571a67702634b002ceb8f8986f3a/,0.03,0.01,0.01,0.0,0.02,0.01,0.02,0.06,0.04,0.01,0.02,0.05,0.02,0.01,0.04,0.04,0.02,0.0,0.03,0.03,0.03,0.04,0.02,0.04,0.04,0.03,0.03
432,ОАО «Евразийский»,ЖКХ и бытовое обслуживание,2011,ИО,/download/9ea40d4373974de2a26968d6dafab159/,0.07,0.01,0.15,0.0,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0.04,0.02,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.04
434,ОАО «Енисейская территориальная генерирующая компания» (ТГК-13),Энергетика,2007,ОУР,/download/4ca52e3d7b6b336abc06c4fb6fb1510f/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.0,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02
435,ОАО «Енисейская территориальная генерирующая компания» (ТГК-13),Энергетика,2006,СО,/download/369b974c61c84eef6384de976f0d75e0/,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03
437,АО «Зарубежнефть»,Нефтегазовая,2020,ИО,/download/6968d4178200efd713bb489da108b8d9/,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.03,0.11,0.01,0.03
438,АО «Зарубежнефть»,Нефтегазовая,2019,ОУР,/download/59f2d4fae5a572bafa90be83d2763dc5/,0.02,0.02,0.0,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.02,0.02,0.01,0.02,0.1,0.01,0.03
439,АО «Зарубежнефть»,Нефтегазовая,2018,ОУР,/download/b6338ecc4a79885c0e7f09d6a9b64ce1/,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.0,0.03,0.1,0.01,0.03
440,АО «Зарубежнефть»,Нефтегазовая,2017,ОУР,/download/da95fa53b3bd4d1d00fc573743cf4723/,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.0,0.03,0.03,0.02,0.02,0.01,0.03,0.1,0.02,0.03
441,АО «Зарубежнефть»,Нефтегазовая,2016,ОУР,/download/d731f0eab3e9da449a0f4114fc8fd3b2/,0.02,0.02,0.0,0.01,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.1,0.02,0.03
442,АО «Зарубежнефть»,Нефтегазовая,2015,ОУР,/download/57e4ac9b39147acb088ae82335479c74/,0.03,0.02,0.0,0.02,0.02,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.0,0.02,0.02,0.01,0.02,0.0,0.02,0.1,0.02,0.03
443,АО «Зарубежнефть»,Нефтегазовая,2014,ОУР,/download/b0f991e0faba3e14d4d3502ea8213382/,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.03,0.1,0.02,0.03
444,АО «Зарубежнефть»,Нефтегазовая,2013,ОУР,/download/dcf6695df5b60e0e5e0d566825ec0f71/,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.03,0.1,0.02,0.03
445,АО «Зарубежнефть»,Нефтегазовая,2012,ОУР,/download/2c4ff8af41280386ef201ee50b039011/,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.11,0.02,0.03
446,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2017,ИО,/download/30340a1d2a8dead19d3f3ff3a1af74c9/,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.05,0.05,0.01,0.04,0.05,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.05,0.04,0.03,0.03
447,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2016,ИО,/download/6c5e74c410988719bae1f1bf5a31a5bd/,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.05,0.04,0.01,0.04,0.04,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.05,0.03,0.03,0.03
448,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2015,ИО,/download/c498968051ab24956ef46b9dddd789c6/,0.02,0.01,0.01,0.0,0.03,0.01,0.01,0.04,0.04,0.01,0.02,0.04,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.03
449,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2014,ИО,/download/58a7554280bb48e13c22bd076a3a29b4/,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.01,0.02,0.01,0.03,0.03,0.02,0.03
450,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2013,ИО,/download/13f9242fda50141f72db6312d3251738/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.03
451,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2012,ИО,/download/99b07fc2d09b0e40b68fd0fdd405b94a/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01
452,АО ИК «АСЭ» (АО «НИАЭП»),Энергетика,2011,ИО,/download/17c03af85b1813613325cea4b4dfa90f/,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02
454,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2021,ОУР,/download/7fccd7ebee17eb26c6959986b8535be5/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.04,0.03,0.01,0.05,0.01,0.01,0.03,0.03,0.03,0.01,0.02,0.05,0.03,0.07,0.01,0.07,0.05,0.04,0.05
455,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2020,ОУР,/download/c1f13c76f395b7bc10fc34b28762e7d9/,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.02,0.04,0.04,0.01,0.06,0.02,0.01,0.04,0.03,0.04,0.01,0.02,0.05,0.03,0.08,0.02,0.07,0.06,0.05,0.06
456,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2019,ОУР,/download/d94c36236af43dc60dcd1b57089c9fc1/,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.03,0.01,0.06,0.02,0.01,0.03,0.03,0.03,0.0,0.02,0.04,0.03,0.07,0.02,0.08,0.05,0.04,0.05
457,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2018,ОУР,/download/dc3026ef5622ff13b07467c901473743/,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.07,0.03,0.07,0.05,0.04,0.04
458,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2017,СО,/download/baaf41d5a373117b95bfd7f8f64bf722/,0.02,0.0,0.01,0.0,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.07,0.02,0.06,0.04,0.04,0.04
459,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2016,СО,/download/df5b465c9d5fd6fa652cd2a75cdc1694/,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.03,0.02,0.01,0.04,0.01,0.0,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.05,0.01,0.06,0.03,0.03,0.03
460,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2015,ОУР,/download/6406c1d4fd2088f5294a0cc0d1d4a384/,0.03,0.01,0.0,0.01,0.02,0.01,0.02,0.02,0.04,0.04,0.03,0.07,0.02,0.01,0.04,0.04,0.03,0.0,0.03,0.05,0.02,0.06,0.02,0.04,0.05,0.05,0.06
461,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2014,ОУР,/download/1e2ed1fba578755b05ad289e94111120/,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.03,0.03,0.02,0.0,0.03,0.04,0.02,0.04,0.02,0.05,0.04,0.04,0.04
462,ПАО «ИК РУСС-ИНВЕСТ»,Финансы и страхование,2013,ОУР,/download/9f7ffce71675cf005f67a809789ee351/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.03,0.0,0.02,0.04,0.02,0.04,0.01,0.05,0.04,0.03,0.04
464,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2020,ИО,/download/57ad4955827d2325f0ea6d24387d833a/,0.03,0.01,0.01,0.01,0.03,0.01,0.02,0.04,0.04,0.02,0.02,0.05,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.05,0.02,0.05,0.02,0.06,0.04,0.03,0.05
465,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2019,ИО,/download/a4c0ed9f5bee5fe6cdb8b1b9403ccc42/,0.02,0.01,0.01,0.0,0.03,0.0,0.02,0.04,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.05,0.01,0.06,0.04,0.03,0.05
466,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2018,ИО,/download/c36855b09378680defa8f4d9b4cfe62c/,0.02,0.01,0.01,0.0,0.03,0.0,0.01,0.04,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.06,0.02,0.07,0.04,0.02,0.05
467,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2017,ИО,/download/fe0c07d94ee9100db06e64681ea74971/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.03,0.02,0.01,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.05,0.01,0.06,0.03,0.02,0.03
468,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2016,ИО,/download/1ec0d0502676b0f792e40fc456cc029a/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.04,0.02,0.02,0.01,0.04,0.01,0.01,0.02,0.03,0.02,0.0,0.01,0.04,0.02,0.05,0.01,0.06,0.04,0.02,0.04
469,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2015,ИО,/download/43c85ee3979fc4a516a023be0bf63503/,0.02,0.01,0.01,0.0,0.02,0.0,0.01,0.04,0.02,0.02,0.02,0.04,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.05,0.01,0.06,0.04,0.02,0.04
470,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2014,ОУР,/download/d5683076edbeadc104ca1e4945432403/,0.02,0.01,0.01,0.01,0.02,0.0,0.01,0.05,0.02,0.02,0.02,0.04,0.02,0.01,0.02,0.03,0.02,0.0,0.01,0.03,0.01,0.04,0.01,0.04,0.03,0.02,0.04
471,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2013,ИО,/download/62e150d76802f346ddf9347ab9ccf55e/,0.02,0.01,0.01,0.0,0.02,0.0,0.01,0.05,0.02,0.01,0.02,0.04,0.02,0.01,0.01,0.04,0.01,0.0,0.02,0.03,0.01,0.04,0.02,0.04,0.04,0.02,0.04
472,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2012,ИО,/download/fa0e1211224c448263c9fbe211a1c08c/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03
473,ПАО «ИНТЕР РАО ЕЭС»,Энергетика,2011,ОУР,/download/15f460872e57ef9613e357154a9e6ec7/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.0,0.02,0.03,0.02,0.03,0.02,0.04,0.03,0.02,0.03
474,АО «Группа «Илим»,"Деревообрабатывающая, целлюлозно-бумажная",2015,ЭО,/download/91b73739df423a84d2f9e0c1ab705986/,0.03,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02
475,АО «Группа «Илим»,"Деревообрабатывающая, целлюлозно-бумажная",2014,ЭО,/download/344fcc4fb546eae08944c4afe676ab06/,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02
480,АО «Группа «Илим»,"Деревообрабатывающая, целлюлозно-бумажная",2009,ЭО,/download/d2f9a7d6aa649355f4ae7711226a3844/,0.03,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.02
