,компания,сектор,год,тип отчета,ссылка на отчет
1247,АО «Техснабэкспорт»,Энергетика,2010,ИО,/download/49c13f28cb1d5558590f535d1c092673/
1248,АО «Техснабэкспорт»,Энергетика,2009,ИО,/download/d75a040a6ef889cec0120242754b19a1/
1249,ПАО «Транснефть»,Нефтегазовая,2020,ОУР,/download/e52930b17af91b2c46418abb92b5e31c/
1250,ПАО «Транснефть»,Нефтегазовая,2019,ОУР,/download/7adfa61db3d52e97be455ae7edfe9b87/
1251,ПАО «Транснефть»,Нефтегазовая,2018,ОУР,/download/ef60b36845d1999b4631bdb078916856/
1252,ПАО «Транснефть»,Нефтегазовая,2017,ОУР,/download/628e977d38e2a780508b113cb47db835/
1253,ПАО «Транснефть»,Нефтегазовая,2016,ОУР,/download/414285f863ef495cf04d7ed1a84a330d/
1254,ОАО «УРСА-Банк»,Финансы и страхование,2007,СО,/download/307817beed17c2dbd7ae585f9154163b/
1255,ОАО «УРСА-Банк»,Финансы и страхование,2006,СО,/download/f84a971f5415550e7806311bdab5168c/
1256,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2021,ОУР,/download/0e88d52331c02d9939be212b2b95e562/
1257,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2020,ОУР,/upload/uf/443/aaes0hfwqdfvioyj9qoeyub8yttb3bp9/Uralkali.html
1258,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2020,ИО,/upload/uf/c7a/pzdn861m3cgkamch9ijt1xp1mva3q6rn/Uralkali.html
1259,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2019,ОУР,/download/07d9ea8bf274855eedee53b0f36a4745/
1260,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2019,ИО,/download/24546882ecc78d118f4b92e5feeefab4/
1261,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2018,ИО,/download/47ea9fb635fd66d892b8fdfa60127c81/
1262,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/c191fb3d3f812c985d336f2daeb3af52/
1263,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2016,ИО,/download/d168af40ac7af780e379b6a02920837c/
1264,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2015,ИО,/download/a4cfff1c618fb1c23b0af917b1bc5864/
1265,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/84b0ccb8169b77c490cd54ce6cbc7184/
1266,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/40867b7952f7f7cf8ec447e1f3ead477/
1267,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2012,ИО,/download/15466913102650fb0c6d874a1e3dd095/
1268,ПАО «Уралкалий»,"Химическая, нефтехимическая, парфюмерная",2011,ОУР,/download/dbec1b9fb356a905d087aa6b5967a7ee/
1269,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2019,ЭО,/download/896c8587fcb4a035c26e66584ac5b474/
1270,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2018,ЭО,/download/5600b2b7335886b553e7e84a2e5c5316/
1271,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2017,ЭО,/download/089cf0182beaa034d021c89bdf73095c/
1272,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/d37c9a03b653f9650cca6c162dbfdd1c/
1273,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2016,ИО,/download/138f7f3fc4e16aa814213a035b15b1e5/
1274,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2016,ЭО,/download/e1f750e7dfbd50e641ab5ee876b4ca2c/
1275,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2015,ЭО,/download/5c0904d3b6be290dd11a346176daeab5/
1276,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2015,ИО,/download/af583f5743cc25b28b1b98aec89391ae/
1277,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/2d9439b07b677dc7634f8aad623b544a/
1278,АО «Уральский электрохимический комбинат»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/7c481e0a4c8ea515f885fecb9b7288a6/
1279,АО «ФГК»,Производство машин и оборудования,2020,ИО,/download/76a8988cf05e6e090faec6b82f53b41d/
1280,АО «ФГК»,Производство машин и оборудования,2019,ОУР,/download/307b7264fc5477b0aeb7083b3b2823c0/
1281,АО «ФГК»,Производство машин и оборудования,2018,ОУР,/download/a0e1dfdc012a1c45180ff72341d73e91/
1282,АО «ФГК»,Производство машин и оборудования,2017,СО,/download/5d952e326f74cbad23f4cf597a87e6b4/
1283,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2014,ОУР,/download/ef5be5c344c990f2a467c838992e9610/
1284,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2012,ОУР,/download/bd461271459f35ae1fbbe829cf098e6d/
1285,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,2011,ОУР,/download/300c3b2cbe56cebb5d11da4b83fd6310/
1286,ЗАО «ФЕРРЕРО РУССИЯ»,Производство пищевых и других потребительских товаров,"2010, 2009",ОУР,/download/72e2399daa795362976d0e5bba619898/
1287,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2013,СО,/download/e670d7b6e808733582cf9ab2ff6b1f37/
1288,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2012,СО,/download/818898636619d6435e2b7c0ad23eff06/
1289,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2011,СО,/download/e46d18fdad0090fda5d1bc1505697b1e/
1290,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2010,СО,/download/daa1732716a87f9eecc195627a10e6af/
1291,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2009,СО,/download/7caaf827156bae7a55b025f1f50c970b/
1292,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2008,СО,/download/7cf85023131cfeab4d5c3f330e73deb7/
1293,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2007,СО,/download/a4b40f665fa1746e8664f44fd7b77cfc/
1294,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2006,СО,/download/957f2f95b89f5c85d056cb09fa06e55b/
1295,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2005,СО,/download/fa56d9ebaf3938fbdbb40899282c3389/
1296,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2004,СО,/download/5cc24737e1e2c352c2724b23b55a8720/
1297,ЗАО КБ «ФИА-БАНК»,Финансы и страхование,2003,СО,/download/5f6e2271b52926ee1ed6e3c15e3470ef/
1298,ФК «УРАЛСИБ»,Финансы и страхование,2013,ИО,/download/78767d28febdfe6f293aa341524ec7dd/
1299,ФК «УРАЛСИБ»,Финансы и страхование,2012,ИО,/download/8ba40d3b3fbbd697086e6107546f52af/
1300,ФК «УРАЛСИБ»,Финансы и страхование,2011,ОУР,/download/8f9ed1c26bd2d4549dca7dc792ee36bf/
1301,ФК «УРАЛСИБ»,Финансы и страхование,2010,ОУР,/download/627c6337ac9ebcdc4a11b337d3e807b8/
1302,ФК «УРАЛСИБ»,Финансы и страхование,2009,ОУР,/download/8ffdeb19fee2546b38b1418890b8ee85/
1303,ФК «УРАЛСИБ»,Финансы и страхование,2008,СО,/download/dc336795b45fcc126011d2a0cf4a0679/
1304,ФК «УРАЛСИБ»,Финансы и страхование,2006,СО,/download/a20212cf40ac7192e4bb2b621e8a0bf4/
1305,ФК «УРАЛСИБ»,Финансы и страхование,2005,СО,/download/8667d2a1a04008939d10107f6ce4c5fd/
1306,ФК «УРАЛСИБ»,Финансы и страхование,2004,СО,/download/cb24cf3a929c364656e3318133091ade/
1307,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2021,ОУР,/download/f805725bf2727858740f49e4c60af129/
1308,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2020,ИО,/download/4e84c37a2e78dc3cc20ca62ce9061976/
1309,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2019,ИО,/download/e5e95159872c0cc7b93b656ddc062eb2/
1310,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2018,ИО,/download/3412a8dc1921a3e731658364d95d1afe/
1311,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2017,ИО,/download/325f8f0aaa22745666f170d6fac8e47f/
1312,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2016,ОУР,/download/053008d8a7efdc485da5f12bddfc6f0e/
1313,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2015,ОУР,/download/d54a6d8dc94f701735b9662fa3e405f6/
1314,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2014,ОУР,/download/18cabb7d281def2f4fae13141740c040/
1315,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2013,СО,/download/456309959bba6bd2d2c1645eb7772ba1/
1316,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2012,СО,/download/38eb840962a2c3e17680e033bfb2a031/
1317,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2011,ОУР,/download/93f48ba17df3522be2086bc6c1b3d832/
1318,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2010,ОУР,/download/5bbf6253b08c579d1bb7595af67d4934/
1319,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2009,ОУР,/download/d2eafce0808d2a013fa1ae90d5af8305/
1320,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2008,ОУР,/download/65063cdccf9c09f63626497b239ce367/
1321,ПАО «ФСК ЕЭС» («Россети») ,Энергетика,2007,ОУР,/download/5f3f2681ca354a0953efd65375bbb9ac/
1322,АО «Федеральная пассажирская компания»,"Транспорт, дорожное строительство и логистические услуги ",2021,ИО,/download/639623bbc8168eaa99fa8c29a78b0281/
1323,АО «Федеральная пассажирская компания»,"Транспорт, дорожное строительство и логистические услуги ",2020,ИО,/download/85d38c27b10e6703edf119957172d228/
1324,«Филип Моррис Интернэшнл» в России,Производство пищевых и других потребительских товаров,2020,ОУР,/download/f22647e823e6a6afadf3b82511f88251/
1325,«Филип Моррис Интернэшнл» в России,Производство пищевых и других потребительских товаров,2019,ОУР,/download/2b49a310499d08af0f24b61b07965035/
1326,«Филип Моррис Интернэшнл» в России,Производство пищевых и других потребительских товаров,2017,ОУР,/download/6fdcb9643cf21e3a8be1221a76e2775e/
1327,«Филип Моррис Интернэшнл» в России,Производство пищевых и других потребительских товаров,2016,ОУР,/download/2bf5794bd42cc0968bef25f014f477c3/
1328,ОАО «Фортум» (ОАО «ТГК-10»),Энергетика,2007,ОУР,/download/09e1468d5601ce435197de11abef0065/
1329,ОАО «Фортум» (ОАО «ТГК-10»),Энергетика,2006,СО,/download/0f63e8d7e95a28fa0cb5276ac8a64689/
1330,ОАО «Фортум» (ОАО «ТГК-10»),Энергетика,2005,СО,/download/36d0f2b2ccc5d2dbbbb36a111d14c7b1/
1331,ПАО «ФосАгро»,"Химическая, нефтехимическая, парфюмерная",2021,ИО,/download/148f63c45d44e827ae38173e7add3c83/
1332,ПАО «ФосАгро»,"Химическая, нефтехимическая, парфюмерная",2020,ИО,/download/3ea83f4ac72c1b875ddfb0b73b61f197/
1333,ПАО «ФосАгро»,"Химическая, нефтехимическая, парфюмерная",2019,ИО,/download/f74f9dcee9cb6f1b741923927f7321d0/
1334,ПАО «ФосАгро»,"Химическая, нефтехимическая, парфюмерная",2018,ИО,/download/1034acb55b24741a71c281dc60954f6a/
1335,ПАО «ФосАгро»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/ad8cde868c02e13f93ef5addfed18b7c/
